time,.layout.dim,.layout.data_offset,.data
2025/04/18/02:29:21.230992,[],0,"(41602, -57, -61, -56, -59)"
2025/04/18/02:29:21.231107,[],0,"(41341, -53, -49, -50, -50)"
2025/04/18/02:29:21.231333,[],0,"(41628, -50, -54, -56, -52)"
2025/04/18/02:29:21.231348,[],0,"(41628, -57, -60, -63, -59)"
2025/04/18/02:29:21.231356,[],0,"(41628, -57, -60, -63, -59)"
2025/04/18/02:29:21.231496,[],0,"(41628, -57, -60, -62, -59)"
2025/04/18/02:29:21.231617,[],0,"(41628, -57, -60, -63, -59)"
2025/04/18/02:29:21.231625,[],0,"(41341, -58, -55, -55, -55)"
2025/04/18/02:29:21.231635,[],0,"(41628, -57, -60, -63, -59)"
2025/04/18/02:29:21.231749,[],0,"(41628, -57, -60, -62, -59)"
2025/04/18/02:29:21.330752,[],0,"(41628, -57, -60, -62, -59)"
2025/04/18/02:29:21.330913,[],0,"(41628, -57, -60, -63, -59)"
2025/04/18/02:29:21.331114,[],0,"(41602, -57, -62, -57, -59)"
2025/04/18/02:29:21.331300,[],0,"(41341, -53, -49, -49, -50)"
2025/04/18/02:29:21.331318,[],0,"(41628, -50, -53, -56, -52)"
2025/04/18/02:29:21.331528,[],0,"(41628, -57, -60, -62, -59)"
2025/04/18/02:29:21.331544,[],0,"(41628, -57, -60, -63, -59)"
2025/04/18/02:29:21.331560,[],0,"(41628, -57, -60, -62, -59)"
2025/04/18/02:29:21.331585,[],0,"(41628, -57, -60, -62, -59)"
2025/04/18/02:29:21.331683,[],0,"(41628, -57, -60, -62, -59)"
2025/04/18/02:29:21.331696,[],0,"(41628, -57, -60, -62, -59)"
2025/04/18/02:29:21.331709,[],0,"(41602, -59, -63, -59, -62)"
2025/04/18/02:29:21.331727,[],0,"(41628, -57, -60, -62, -59)"
2025/04/18/02:29:21.331775,[],0,"(41628, -57, -60, -62, -59)"
2025/04/18/02:29:21.430773,[],0,"(41628, -57, -60, -62, -59)"
